"No.|Date|Genre|Bibl|ContextBefore|Hit|ContextAfter"
"4325|2004-03-26|Zeitung|Berliner Zeitung, 26.03.2004|Der amerikanische Präsident war begeistert:|Gerd habe ihn zum Lachen gebracht, und mit so einem Scherzkeks könne man tolle Politik machen.|Schade, denn diesseits des Atlantiks haben wir in letzter Zeit über den Gerhard nicht so viel lachen können!"
"4326|2004-03-26|Zeitung|Berliner Zeitung, 26.03.2004|Er war nicht nur Hofkapellmeister des Monarchen, der Preußen so richtig nach vorn brachte.|Er setzte auch ein Libretto des Königs in Töne, als der den Schönheiten der Künste noch ebenso intensiv zugetan war wie den Affären der großen Politik.|Grauns Passionsoratorium wurde in Berlin noch bis in die jüngere Vergangenheit als Alternative zu den alle Jahre wiederkehrenden Bach-Passionen in petto gehalten und aufgeführt."
"4327|2004-03-26|Zeitung|Berliner Zeitung, 26.03.2004|Schrei?|Allein diese Begriffe eröffnen ein Universum, zwischen Macht und Geist, zwischen Politik und Utopie.|Das versteht man hier heute doch genauso."
"4328|2004-03-27|Zeitung|Berliner Zeitung, 27.03.2004|Dabei hatte Schröder sich erstmals zu dem Ziel bekannt, dass in Deutschland wieder mehr Kinder geboren werden müssten.|Es gebe zwar keinen Königsweg, wie die Politik den Menschen die Entscheidung für Kinder erleichtern könne.|Erwiesenermaßen sei jedoch in Ländern mit guter Infrastruktur die Geburtenrate höher als in Deutschland, so Schröder."
"4329|2004-03-27|Zeitung|Berliner Zeitung, 27.03.2004|In den ostdeutschen Bundesländern wurde der Vorschlag differenziert aufgenommen.|Politik S. 6, Wirtschaft S. 11|"
"4330|2004-03-27|Zeitung|Berliner Zeitung, 27.03.2004|Die USA werden ihre Truppen verlegen.|Sie werden sie nicht dorthin verlegen können, wo der Krieg gegen den Terrorismus geführt werden wird, sondern dorthin, wohin ganz andere Interessen der amerikanischen Politik sie benötigen werden.|Die neuen Stützpunkte, ihre Lage und Stärke werden viel verraten über die Ziele der amerikanischen Außenpolitik unter George W. Bush."
"4331|2004-03-27|Zeitung|Berliner Zeitung, 27.03.2004|Durch den Emissionshandel seien zusätzliche Kosten für die Unternehmen zu befürchten, hieß es in einer einstimmig gefassten Entschließung der Sonderkonferenz der Minister am Freitag in Berlin.|Die Minister verwahrten sich gegen den Vorwurf Trittins, sie verfolgten eine rückwärts gewandte Politik.|Der Streit in der Bundesregierung über den Klimaschutz blieb auch am Freitag weiter ungelöst."
"4332|2004-03-27|Zeitung|Berliner Zeitung, 27.03.2004|Je mehr Ausländer unter uns lebten, desto eher gingen ungeliebte deutsche Eigenschaften im multikulturellen Mix auf und unter.|Dass die Grünen, als ihnen das Auswärtige Amt zufiel, Politik zum Wohle des Landes machen würden, damit war wohl nicht zu rechnen.|Ulrich Bertz, Berlin-Hohenschönhausen"
"4333|2004-03-27|Zeitung|Berliner Zeitung, 27.03.2004|Politik: ""Schröder und Chirac wollen besseren EU-Aktionsplan"", AP, AFP (17. März):|Die Attentate von Madrid machen uns Angst."
"4334|2004-03-27|Zeitung|Berliner Zeitung, 27.03.2004|Politik: "",Das ist brutaler Egoismus "", das Interview mit Wolfgang Thierse führten Bettina Vestring und Rouven Schellenberger (24. März):|Herr Thierse versteht den Kapitalismus nicht - er tut jedenfalls so."
"4335|2004-03-27|Zeitung|Berliner Zeitung, 27.03.2004|Es drängt sich sofort der Vergleich zwischen Politik und Wirtschaft auf.|Das Land muss sparen und die Politiker verdienen immer mehr."
"4336|2004-03-27|Zeitung|Berliner Zeitung, 27.03.2004|Jetzt, wo die Unternehmen auch noch Kosten versteuern müssen (§ 8a Körperschaftssteuergesetz), kann man nur allen Unternehmen empfehlen, endlich Deutschland zu verlassen.|Nur so wird der Wähler (der eigentliche Arbeitgeber der Politiker) begreifen, wie er von der Politik täglich belogen und betrogen wird.|Uwe Jädick, per E-Mail"
"4337|2004-03-27|Zeitung|Berliner Zeitung, 27.03.2004|Den brutalen Egoismus, den Herr Thierse bei den Unternehmern anprangert, sollte er lieber sich und seinen Kollegen in der Politik unterstellen.|Sie sind es doch, die nicht in der Lage sind, Rahmenbedingungen zu schaffen, damit wir wieder zu Wohlstand und Entwicklung kommen."
"4338|2004-03-27|Zeitung|Berliner Zeitung, 27.03.2004|Sie sind es doch, die nicht in der Lage sind, Rahmenbedingungen zu schaffen, damit wir wieder zu Wohlstand und Entwicklung kommen.|Das Einzige, was geschaffen wird, sind Arbeitsplätze in Politik und Verwaltung, die immer mehr kosten und den Bürgern immer mehr Probleme bereiten.|Herr Thierse, Sie sind noch nicht in der Welt, die Sie selbst geschaffen haben, angekommen."
"4339|2004-03-27|Zeitung|Berliner Zeitung, 27.03.2004|Seit dem überragenden Erfolg des Romans bei Publikum und Kritik boomt das Familienthema in der Literatur ungebremst.|Innovation wird in unserer Gesellschaft von oben eingeklagt, von Politik und Wirtschaft.|Um die Probleme einer solch ungewohnten Konstellation künstlerisch in den Griff zu bekommen, scheinen traditionelle Mittel besser geeignet zu sein als experimentelle."
"4340|2004-03-27|Zeitung|Berliner Zeitung, 27.03.2004|""Damit verliert die Stadt insgesamt an Ansehen"", warnte der Experte.|Hier sei die Politik gefragt, bessere Möglichkeiten der Integration zu schaffen.|Auch in den Regionen, die stark von Abwanderung betroffen sind, sei es Aufgabe der Politik dem Trend entgegen zu wirken."
"4341|2004-03-27|Zeitung|Berliner Zeitung, 27.03.2004|Hier sei die Politik gefragt, bessere Möglichkeiten der Integration zu schaffen.|Auch in den Regionen, die stark von Abwanderung betroffen sind, sei es Aufgabe der Politik dem Trend entgegen zu wirken.|In einigen Kommunen beobachtet Klemmer bereits eine aktive Werbung für junge Familien, indem dort für sie günstige Baugebiete ausgewiesen werden."
"4342|2004-03-29|Zeitung|Berliner Zeitung, 29.03.2004|Genau der richtige Mann für den Fall.|Politik Seite 6|"
"4343|2004-03-29|Zeitung|Berliner Zeitung, 29.03.2004|Er zitiert auch Gerhard Schröder.|Er muss das tun, denn es ist seine Aufgabe, die Politik der beiden zu verkaufen.|Noch aber gibt es zu wenig Benneter in Benneters Rede."
"4344|2004-03-29|Zeitung|Berliner Zeitung, 29.03.2004|Viele Diskussionen in der Politik laufen geradezu reflexartig stereotyp ab, so auch, wenn es um das Thema Arbeitszeit geht.|Kaum haben die Bundesländer den Arbeitszeit-Tarifvertrag für den öffentlichen Dienst in Westdeutschland gekündigt, beginnt die Debatte über längere Arbeitszeiten auch in der privaten Wirtschaft."
"4345|2004-03-29|Zeitung|Berliner Zeitung, 29.03.2004|Aber hilft es in der Sache des Umweltzertifikatehandels weiter?|Sogar einem früheren Verbündeten, dem Chef der Deutschen Energie-Agentur, Stephan Kohler, gab Trittin kürzlich bei einer Podiumsdiskussion - anders als den übrigen Teilnehmern - zur Begrüßung nicht die Hand; Kohler, früher beim umweltfreundlichen Darmstädter Öko-Institut beschäftigt, hatte Trittins Politik zuletzt kritisiert.|Ob solcher Stil taugt, ein so wichtiges Feld wie die Energie- und Umweltpolitik Frucht bringend zu beackern, darf bezweifelt werden."
"4346|2004-03-29|Zeitung|Berliner Zeitung, 29.03.2004|Francois Jullien, der französischer Sinologe und Philosoph, einer der besten Dolmetscher im Dialog zwischen Ost und West, stellt dem europäischen Herangehen an Welt und Politik die chinesische Sichtweise gegenüber und so entdecken wir, wie viel China auch im Westen war und immer noch ist, in|""Lettre International"""
"4347|2004-03-29|Zeitung|Berliner Zeitung, 29.03.2004|China hat den indirekten, allusiven Ausdruck, die Kunst der Anspielung, bevorzugt.|Der erste chinesische Text über die Poesie, das Vorwort zum Shijing, dieser großen Poesie-Anthologie, ein wenig vergleichbar unserer Ilias und Odyssee, besagt, dass Absicht der Poesie sei, die Politik zu verschleiern.|Und zwar in einer ambivalenten Formulierung:"
"4348|2004-03-29|Zeitung|Berliner Zeitung, 29.03.2004|Der Innovator begann seinen Schwindel erregenden Aufstieg als Bauherr mit rätselhaft generöser Unterstützung der Banken, reüssierte als Medienunternehmer unter dem Patronat seines Mentors, des italienischen Ex-Premiers Bettino Craxi, siegte zuletzt als Politiker.|Heute steht Berlusconi, Italiens reichster Bürger, an den Schalthebeln der italienischen Politik.|Und wenn die Biologie es ihm gönnt und keine Unfälle passieren (ein Schuldspruch für Richterbestechung zum Beispiel), wird er noch lange ganz oben sein und seinen Vorbildern nacheifern - den Kaisern Napoleon und Justinian."
"4349|2004-03-29|Zeitung|Berliner Zeitung, 29.03.2004|Wenn wir TV-Werbung sehen, tun wir das nicht mit kritischem Blick, sondern mit träumenden Augen.|Berlusconi sei der Erste, der diesen Mechanismus in der Politik zu seinen Gunsten genutzt hat.|Der Psychologe fürchtet, dass hier ein neuer Autoritarismus heranwächst, ein sanfter, der nicht auf Gewalt basiert, sondern auf Kontrolle des Konsenses."
"4350|2004-03-29|Zeitung|Berliner Zeitung, 29.03.2004|Für den Fraktionsvorsitz stehe er nach den Wahlen nicht mehr zur Verfügung.|In einer kämpferischen Rede hatte Enkelmann zuvor die Politik der großen Koalition scharf angegriffen.|Die Schulden des Landes seien in den vergangenen Jahren um fünf auf das Rekordniveau von 17 Milliarden Euro gestiegen, die Arbeitslosenquote sei von 18 auf 20 Prozent geklettert."
"4351|2004-03-29|Zeitung|Berliner Zeitung, 29.03.2004|Ziel: mehr als 23 Prozent Die neue Spitzenkandidatin gab als Wahlziel aus, das PDS-Ergebnis von 1999 von gut 23 Prozent zu überbieten und abermals mindestens ein Viertel der 88 Landtagsabgeordneten zu stellen.|Weil die SPD in den vergangenen Jahren eine ""Politik des sozialen Kahlschlags"" vertreten habe, lehnt die PDS eine Koalitionsaussage zu den Wahlen ab.|""Ich empfinde Opposition nicht unbedingt als Strafe"", sagte Enkelmann."
"4352|2004-03-29|Zeitung|Berliner Zeitung, 29.03.2004|Vor allem führt der Weg zum Frieden, den die Bundeswehr verfolgt, über die Buchmesse.|Dort hat die Armee traditionell einen der größten Messestände und nutzt ihn als gläsernen Schulhof: jedes Jahr spielen Gymnasiasten ein Rollenspiel zur internationalen Politik, kleben sich Titel wie ""Wirtschaftsminister von Osteuropa"" oder ""Uno-Generalsekretär"" auf die Brust und sollen unter Anleitung von Jugendoffizieren selbst lernen, dass das Konflikte teuer sind und internationale Kooperation der richtige Weg, den Frieden an den Brennpunkten der Welt zu sichern.|Mit dem Frieden war es am Sonnabend Mittag aus, der Messestand in Halle Zwei wurde selbst zum Brennpunkt: Außen in den Gängen eine kleinere Menge aufgebrachter Demonstranten, drinnen die irritierten Schüler des Rollenspiels, dazwischen ein Dutzend Polizisten in Uniform."
"4353|2004-03-30|Zeitung|Berliner Zeitung, 30.03.2004|Eine Niederlage hatte sich zwar schon beim ersten Wahlgang vor einer Woche abgezeichnet, ""aber mit solch einem Desaster haben wir nicht gerechnet"", hieß es im UMP-Hauptquartier, wo die Champagner-Flaschen geschlossen blieben.|Direkt verantwortlich für die Riesenschlappe war Premier Jean-Pierre Raffarin, dessen Politik von der Nation zurückgewiesen wurde.|Raffarin beschönigte nichts und versprach bereits am Sonntagabend, neue Reformen vorzulegen und sie vor allem besser zu erläutern."
"4354|2004-03-30|Zeitung|Berliner Zeitung, 30.03.2004|Wer über Innovationen rede, dürfe die Potenziale der Ökologie nicht aussparen, betonte Fraktionschefin Krista Sager.|Es sei ein großer Fehler, die Erfolge der ökologischen Politik jetzt ""klein zu reden"".|Gern verweist der kleine Koalitionspartner auf den knappen Sieg bei der letzten Bundestagswahl."
"4355|2004-03-30|Zeitung|Berliner Zeitung, 30.03.2004|Die AKP bekennt sich zum muslimisch-konservativen Lebensgefühl der Masse, und führt gleichzeitig liberale Reformen durch.|Nicht nur bei Türken kommt diese Politik an, sondern auch in den kurdisch besiedelten Provinzen des Südostens.|Auch dort konnte die AKP stark zulegen."
"4356|2004-03-30|Zeitung|Berliner Zeitung, 30.03.2004|Schon im Herbst hatte Präsident Heiner Bertram den Trainerwechsel vollziehen und Mirko Votava entlassen wollen - doch dann habe man ""Bertram gefeuert, weil wir den Trainer nicht feuern wollten"", so erklärte es kürzlich das Aufsichtsratsmitglied Fritz Niedergesäß.|Das Präsidium betreibt auch weiterhin eine undurchsichtige Politik.|Statt unverzichtbare Spieler wie Baumgart mit neuen Verträgen auszustatten, die man an den Klassenerhalt koppeln könnte, werden Vertragsgespräche auf Eis gelegt."
"4357|2004-03-30|Zeitung|Berliner Zeitung, 30.03.2004|Mit Trillerpfeifen und Transparenten zogen die überwiegend älteren Demonstranten vom Roten Rathaus zum Brandenburger Tor.|Auf den Plakaten war unter anderem zu lesen ""Kampf den Rentenfressern"" und ""Diese Politik ist mit Blindheit geschlagen"".|Zu der Veranstaltung hatte der Landesverband der Grauen Panther aufgerufen."
"4358|2004-03-31|Zeitung|Berliner Zeitung, 31.03.2004|Seine Religiosität werfen sie ihm auch vor, erregt sich die Mutter, sie sagen, er habe sich zu einem islamistischen Fundamentalisten entwickelt und Hass auf Amerika und Israel propagiert.|""Wir haben immer viel über Politik gesprochen, ich weiß, dass ihn vieles auch an Deutschland und am Westen stört.|Aber da war kein Hass "", sagt sie."
"4359|2004-03-31|Zeitung|Berliner Zeitung, 31.03.2004|Der gestrige Dienstag war mal wieder ein Tag, an dem der Bürger die Problemlösungs-Inkompetenz der Politik eindrucksvoll vor Augen geführt bekommen hat.|Nach langem Gezerre scheiterten die Gespräche von Regierung und Opposition über die Zusammenlegung von Arbeitslosen- und Sozialhilfe."
"4360|2004-03-31|Zeitung|Berliner Zeitung, 31.03.2004|Künftig wird es sowohl Elite-Hochschulen wie auch Elite-Zentren geben.|Was in der Politik kaum gelingt, das haben die Bildungsplaner gestern zusammengezimmert:|Eine Sowohl- Als- Auch-Lösung."
"4361|2004-03-31|Zeitung|Berliner Zeitung, 31.03.2004|Eichel unterstützte bisher die Argumentation der Versicherungswirtschaft, die sich strikt gegen Unisex-Tarife ausspricht.|""Mit der Vorschrift von Unisex-Tarifen gibt die Politik ihr Ziel auf, die Riester-Rente zu vereinfachen und damit attraktiver zu machen"", erklärte der Gesamtverband der Versicherungswirtschaft (GDV).|Die Versicherer argumentieren, Unisex-Tarife führten zu einer Verteuerung der Riester-Rente um 15 Prozent."
"4362|2004-03-31|Zeitung|Berliner Zeitung, 31.03.2004|Raffarin hat keine Probleme, im Amt zu verbleiben.|Der Premier hatte den ganzen Wahlkampf über betont, dass diese Wahl für ihn ein regionales Votum und keine Abstimmung über seine nationale Politik sei.|Sorgen über seine Regierungsarbeit braucht sich Raffarin auch nicht zu machen, denn im Parlament verfügen die Regierungsparteien UMP und UDF seit 2002 gemeinsam über eine absolute Mehrheit - 395 von 577 Sitzen."
"4363|2004-03-31|Zeitung|Berliner Zeitung, 31.03.2004|Er fürchtet den Einfluss religiöser Extremisten.|Tatsächlich aber leistet Karimows repressive anti-islamische Politik dem religiösen Extremismus Vorschub.|Strenge Religionsgesetze schreiben den Usbeken vor, wie, wann und wo sie ihren Glauben ausüben dürfen."
"4364|2004-03-31|Zeitung|Berliner Zeitung, 31.03.2004|Die Folgen der Insolvenz sind noch nicht absehbar.|Wir halten diese Entscheidung der Politik für unklug.|Eine Insolvenz bringt ja nicht mehr Geld als ein sofortiger Verkauf."
"4365|2004-03-31|Zeitung|Berliner Zeitung, 31.03.2004|""Wir sind bereit, in neue politische Dimensionen vorzustoßen und neue Verbündete, Helfer und Botschafter zu gewinnen"", sagte sie.|Für die Übergabe in Anwesenheit zahlreicher Gäste aus Politik, Wirtschaft und Gesellschaft hatten die Veranstalter den Ostflügel der Orangerie im Park Sanssouci ausgewählt.|Der 100 Meter lange Flügel, der bisher das Landeshauptarchiv Brandenburgs beherbergte, wurde dabei Anlass erstmals der Öffentlichkeit zugänglich gemacht."
"4366|2004-03-31|Zeitung|Berliner Zeitung, 31.03.2004|Namen wie Unabhängige Volkspartei, Freie Deutsche Union oder Deutsche Forumpartei sind längst verweht, nicht zu vergessen die Biertrinkerpartei oder die Deutsche Sex-Liga.|Vergessen sind auch publizistische Projekte wie die offene ""Podium""-Seite der Berliner Zeitung für die Bürgerbewegungen, die Zeitung Die Andere oder CONstruktiv, eine Zeitschrift für Politik und Kultur, an der Stephan Hermlin oder Heiner Müller mitwirkten.|Kleine Basisdemokratien entstanden auf allen Ebenen."
"4367|2004-03-31|Zeitung|Berliner Zeitung, 31.03.2004|Sie war enttäuscht, als damals nur wenige Künstler gegen den Irakkrieg demonstriert haben.|Die Kunst muss stärker sein als die Politik, fordert die kleine schmale Frau; sie meint weniger korrupt, weniger strategisch, dafür aufrichtiger.|""Don t be afraid!"" -"
"4368|2004-03-31|Zeitung|Berliner Zeitung, 31.03.2004|Da weiß man, was man hat.|Johannes würde lieber für Zwieback den Maxen machen, sieht sich allerdings eher als Journalist denn als Doppelbackbrot und würde, um beide Talente zu vereinen, womöglich sogar in die Politik wechseln.|Dann werden die wilden Jungs nachdenklich: Nein, der Olli kann nichts dafür, dass neulich der eine Ex-Show-Gast den anderen tot gemacht hat."
